iter	MAPE	RMSE
958	0.3770301321	214.5967054
959	0.3767935263	214.555931
960	0.3767975952	214.489079
961	0.3769575812	214.3770333
962	0.3763003382	214.3114813
963	0.3765932985	214.1840315
964	0.3753586957	214.0253307
965	0.3752332478	213.9340497
966	0.3750614402	213.8401811
967	0.3745828113	213.7320599
968	0.3745175113	213.6721985
969	0.3743659604	213.6001415
970	0.3742250309	213.563678
971	0.3740870956	213.4987059
972	0.3729410509	213.4056184
973	0.3726126563	213.3643969
974	0.3725916371	213.2940945
975	0.3725418963	213.2097263
976	0.3722847261	213.1711085
977	0.3722967827	213.0853477
978	0.3723135937	213.0037847
979	0.3723056035	212.9282925
980	0.3721653344	212.8454901
981	0.3712738181	212.7414034
982	0.3711586575	212.681272
983	0.371183149	212.6258201
984	0.3706819356	212.5228767
985	0.3693405212	212.4715475
986	0.3685823405	212.3890017
987	0.3685017088	212.3528867
988	0.3684303627	212.2720369
989	0.3680594258	212.1913788
990	0.3681363615	212.112206
991	0.3683468391	212.0328058
992	0.3685040243	211.9302127
993	0.3684296686	211.8743253
994	0.3682820498	211.8210391
995	0.3679150512	211.7714849
996	0.3679029331	211.70619
997	0.3676528477	211.6221797
998	0.3671069298	211.5774203
999	0.3674622185	211.4934053
